one_hop_head_tail,one_hop_triple_intersection,two_hop_head_tail,two_hop_triple_intersection,three_hop_head_tail,three_hop_triple_intersection,relation_degree_1hop,label,head,relation,tail
1,0,24,23,50,49,25,1,/m/01279v,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0clzr
2,0,21,6,38,24,7,1,/m/01213c,/location/administrative_division/first_level_division_of,/m/06q1r
0,0,52,1,115,68,7,0,/m/0137hn,/people/person/sibling_s./people/sibling_relationship/sibling,/m/0dc7hc
0,0,2,0,20,5,10,0,/m/011ywj,/film/film/film_format,/m/01vng3b
1,0,114,113,166,165,115,1,/m/011x_4,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/01pjr7
2,0,10,9,13,12,10,1,/m/01352_,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02sdk9v
0,0,0,0,0,0,24,0,/m/013y1f,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/011v3
1,0,268,267,326,325,269,1,/m/0126rp,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0789_m
0,0,19,16,58,57,39,0,/m/02qyp19,/film/film/produced_by,/m/05prs8
1,0,29,28,56,55,30,1,/m/0126rp,/influence/influence_node/influenced_by,/m/04sd0
0,0,42,42,76,75,111,0,/m/013423,/award/award_winning_work/awards_won./award/award_honor/award,/m/02rdyk7
0,0,0,0,1,0,35,0,/m/013zyw,/film/director/film,/m/0827d
1,0,39,38,85,84,40,1,/m/013knm,/people/person/religion,/m/0c8wxp
1,0,98,97,153,152,99,1,/m/012gq6,/people/person/gender,/m/05zppz
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0bwfn
0,0,0,0,0,0,10,0,/m/0138mv,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/013rfk
0,0,0,0,4,4,40,0,/m/01v9724,/film/film/production_companies,/m/01gb54
1,0,3,1,13,7,3,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,/m/04gb7
1,0,2,1,9,8,3,1,/m/014635,/organization/organization_member/member_of./organization/organization_membership/organization,/m/02_l9
0,0,17,4,68,51,269,0,/m/012vd6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01wd9lv
0,0,0,0,1,1,172,0,/m/02vnp2,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/027j9wd
0,0,0,0,4,4,112,0,/m/016622,/people/person/nationality,/m/02jx1
0,0,32,24,67,64,68,0,/m/03j0dp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/059j2
1,0,236,235,300,299,237,1,/m/012c6x,/film/actor/film./film/performance/film,/m/042g97
0,0,42,6,97,72,125,0,/m/011k1h,/music/record_label/artist,/m/0c_dx
0,0,43,0,107,49,10,0,/m/09146g,/people/ethnicity/geographic_distribution,/m/06bnz
0,0,4,4,30,29,146,0,/m/04mky3,/people/person/profession,/m/09jwl
0,0,11,11,39,38,150,0,/m/0127gn,/music/genre/artists,/m/0838y
1,0,113,31,192,148,33,1,/m/012gbb,/people/deceased_person/place_of_death,/m/05qtj
1,0,268,44,326,321,227,0,/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/05zkcn5
0,0,1,0,26,4,25,0,/m/013ksx,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/03sbs
1,0,268,267,326,325,269,1,/m/013pk3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0ck27z
1,0,35,34,70,69,36,1,/m/011ysn,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09zzb8
3,0,256,7,312,269,7,1,/m/0137hn,/people/person/sibling_s./people/sibling_relationship/sibling,/m/016h9b
1,0,145,144,204,203,146,1,/m/013zs9,/people/person/profession,/m/02hrh1q
2,0,221,149,332,297,150,1,/m/013cr,/people/person/places_lived./people/place_lived/location,/m/02_286
2,0,25,16,55,47,17,1,/m/012s1d,/film/film/executive_produced_by,/m/079vf
2,0,336,236,411,398,237,1,/m/011zd3,/film/actor/film./film/performance/film,/m/01l_pn
1,0,119,118,233,232,120,1,/m/0126rp,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,71,71,120,119,99,0,/m/02h3d1,/people/person/gender,/m/05zppz
0,0,9,0,45,17,68,0,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0dm5l
1,0,54,24,97,68,26,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/group,/m/0134tg
0,0,19,0,56,24,79,0,/m/0c4z8,/music/performance_role/track_performances./music/track_contribution/role,/m/06rvn
2,0,83,78,90,89,79,1,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/01qbl
0,0,0,0,5,4,112,0,/m/0319l,/people/person/nationality,/m/09c7w0
0,0,51,42,109,101,146,0,/m/0137g1,/people/person/profession,/m/01wwvc5
1,0,268,267,326,325,269,1,/m/013pp3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/04hddx
0,0,7,1,39,21,38,0,/m/0127ps,/film/film/music,/m/01fmz6
1,0,43,37,116,83,39,1,/m/0125xq,/film/film/language,/m/04306rv
1,0,69,67,110,109,69,1,/m/0140t7,/music/artist/track_contributions./music/track_contribution/role,/m/05842k
0,0,0,0,12,4,146,0,/m/0136g9,/people/person/profession,/m/0pf2
1,0,119,118,233,232,120,1,/m/013gxt,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,5,5,31,30,227,0,/m/01ww_vs,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01rr9f
1,0,145,144,204,203,146,1,/m/0137n0,/people/person/profession,/m/03lgtv
1,0,115,29,167,149,82,0,/m/011yph,/film/film/genre,/m/03h610
2,0,251,117,308,295,118,1,/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01vd7hn
2,0,43,32,60,59,33,1,/m/010dft,/location/hud_county_place/county,/m/0jc6p
0,0,26,6,58,55,227,0,/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03lgg
1,0,49,37,137,89,39,1,/m/011ydl,/film/film/language,/m/02h40lc
0,0,5,1,23,21,172,0,/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0bdg5
1,0,78,77,111,105,79,1,/m/013xrm,/people/ethnicity/people,/m/0150t6
0,0,0,0,1,1,150,0,/m/0145rs,/music/genre/artists,/m/06rjp
1,0,268,267,326,325,269,1,/m/0140t7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c92g
2,0,14,4,55,25,5,1,/m/013xrm,/dataworld/gardening_hint/split_to,/m/0345h
1,0,72,71,126,125,73,1,/m/0137n0,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
0,0,10,9,47,40,58,0,/m/01vw26l,/music/artist/origin,/m/01cx_
0,0,6,6,47,46,120,0,/m/013gxt,/common/topic/webpage./common/webpage/category,/m/06s26c
0,0,5,0,37,8,79,0,/m/0hfzr,/music/performance_role/track_performances./music/track_contribution/role,/m/01qzyz
0,0,112,18,196,148,69,0,/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/095l0
0,0,0,0,0,0,82,0,/m/011ypx,/film/film/genre,/m/0g5llry
0,0,1,1,26,25,69,0,/m/0jdhp,/music/artist/track_contributions./music/track_contribution/role,/m/01vdm0
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/014z8v
0,0,1,0,16,4,44,0,/m/04x_3,/location/hud_county_place/place,/m/0105y2
0,0,1,1,25,22,120,0,/m/01ypsj,/people/person/place_of_birth,/m/09bjv
0,0,0,0,1,1,75,0,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/02nxhr
0,0,23,11,60,57,150,0,/m/0137n0,/people/person/places_lived./people/place_lived/location,/m/01tnbn
0,0,0,0,1,0,112,0,/m/06py2,/people/person/nationality,/m/09c7w0
0,0,1,0,14,3,111,0,/m/027pwl,/award/award_winning_work/awards_won./award/award_honor/award,/m/02pqp12
10,0,209,17,291,223,9,1,/m/011xy1,/education/educational_institution/campuses,/m/011xy1
1,0,226,225,282,281,227,1,/m/012q4n,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0lpjn
1,0,24,23,50,49,25,1,/m/0138t4,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/07tk7
1,0,78,77,106,105,79,1,/m/013b6_,/people/ethnicity/people,/m/02114t
0,0,35,23,91,82,237,0,/m/0z4s,/film/actor/film./film/performance/film,/m/05v38p
1,0,98,97,153,152,99,1,/m/013423,/people/person/gender,/m/02zsn
1,0,35,33,81,72,35,1,/m/011xy1,/education/educational_institution/students_graduates./education/education/student,/m/0686zv
0,0,3,3,6,5,120,0,/m/012ky3,/common/topic/webpage./common/webpage/category,/m/02xgdv
2,0,10,9,13,12,10,1,/m/01453,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02_j1w
1,0,81,24,119,112,68,0,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/02l7c8
2,0,336,236,411,398,237,1,/m/012d40,/film/actor/film./film/performance/film,/m/01bl7g
2,0,51,39,95,93,40,1,/m/0127s7,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/0285c
1,0,145,144,204,203,146,0,/m/0fnpj,/people/person/profession,/m/01d_h8
0,0,0,0,2,2,73,0,/m/02z3zp,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
1,0,34,33,72,71,35,1,/m/0138t4,/education/educational_institution/students_graduates./education/education/student,/m/034bgm
0,0,26,23,87,79,120,0,/m/013d_f,/common/topic/webpage./common/webpage/category,/m/0gx1l
1,0,16,15,45,44,17,1,/m/0144l1,/music/group_member/membership./music/group_membership/group,/m/01v0sxx
1,0,268,267,326,325,269,1,/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
0,0,14,0,33,17,118,0,/m/0136p1,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0nf3h
3,0,98,57,104,103,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/03gvt
0,0,0,0,5,5,90,0,/m/0127c4,/location/location/contains,/m/01d_h8
2,0,251,117,308,295,118,1,/m/01438g,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0psss
1,0,124,123,159,158,125,1,/m/011k1h,/music/record_label/artist,/m/02lbrd
1,0,39,38,70,69,40,1,/m/011wtv,/film/film/production_companies,/m/030_1_
0,0,0,0,8,8,146,0,/m/0219x_,/people/person/profession,/m/02hrh1q
0,0,3,3,34,33,118,0,/m/0277c3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/014g91
1,0,6,5,16,15,7,1,/m/0123j6,/business/business_operation/industry,/m/01mw1
1,0,145,144,204,203,146,1,/m/012t1,/people/person/profession,/m/02hv44_
0,0,0,0,0,0,9,0,/m/0124ld,/olympics/olympic_games/sports,/m/03tck1
2,0,251,226,308,305,227,1,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01qscs
1,0,17,16,18,17,18,1,/m/0142rn,/business/job_title/people_with_this_title./business/employment_tenure/company,/m/02ktt7
0,0,0,0,11,1,30,0,/m/0dckvs,/base/biblioness/bibs_location/country,/m/0chghy
2,0,10,9,13,12,10,1,/m/0122wc,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02_j1w
0,0,8,8,38,37,17,0,/m/04kxsb,/music/group_member/membership./music/group_membership/group,/m/0jg77
3,0,355,38,441,388,38,1,/m/011wtv,/film/film/music,/m/0146pg
1,0,268,267,326,325,269,1,/m/011z3g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f76h
1,0,268,267,326,325,269,1,/m/013pk3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0fbtbt
0,0,19,3,68,40,269,0,/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c1pj
0,0,0,0,10,10,82,0,/m/01l4zqz,/film/film/genre,/m/01t_vv
2,0,94,78,114,100,79,1,/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/02sgy
0,0,6,3,34,31,269,0,/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0379s
1,0,145,144,204,203,146,1,/m/012d40,/people/person/profession,/m/01d_h8
1,0,226,225,282,281,227,1,/m/01304j,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/018y2s
0,0,0,0,8,8,172,0,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/04thp
1,0,41,18,140,91,20,1,/m/011_3s,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf
2,0,95,78,115,101,79,1,/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/03m5k
0,0,0,0,3,3,150,0,/m/011j5x,/music/genre/artists,/m/09bxq9
0,0,4,4,20,10,57,0,/m/02dw1_,/music/performance_role/regular_performances./music/group_membership/role,/m/0l14v3
2,0,86,23,106,92,24,1,/m/011k_j,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/02dlh2
0,0,0,0,5,5,79,0,/m/0149xx,/music/performance_role/track_performances./music/track_contribution/role,/m/0dwsp
0,0,26,26,75,74,237,0,/m/0btpx,/film/actor/film./film/performance/film,/m/07kb7vh
0,0,13,0,49,17,57,0,/m/0565cz,/music/performance_role/regular_performances./music/group_membership/role,/m/07brj
1,0,145,144,204,203,146,1,/m/0127gn,/people/person/profession,/m/05vyk
1,0,34,33,72,71,35,0,/m/014vk4,/education/educational_institution/students_graduates./education/education/student,/m/01w02sy
0,0,0,0,2,2,227,0,/m/0km3f,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0jfx1
0,0,6,6,20,19,150,0,/m/01vrnsk,/music/genre/artists,/m/082brv
0,0,7,7,30,29,115,0,/m/04w391,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/09fb5
0,0,1,1,16,14,99,0,/m/013vdl,/people/person/gender,/m/01vtg4q
1,0,17,16,41,40,18,1,/m/0140g4,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,/m/0cf08
2,0,81,42,157,128,43,1,/m/011yl_,/film/film/country,/m/09c7w0
1,0,5,4,23,22,6,1,/m/012gx2,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,/m/0m2lt
1,0,82,80,124,119,82,1,/m/011ypx,/film/film/genre,/m/07s9rl0
0,0,7,0,48,31,35,0,/m/012vct,/film/director/film,/m/035qy
1,0,10,9,22,18,11,1,/m/0123qq,/tv/tv_program/genre,/m/07s9rl0
1,0,275,267,352,332,269,1,/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09sb52
1,0,268,267,326,325,269,1,/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f716
1,0,57,3,117,84,44,0,/m/013w7j,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/0rt80
0,0,45,29,113,88,73,0,/m/013423,/people/person/spouse_s./people/marriage/type_of_union,/m/0p9rz
1,0,114,25,166,146,38,0,/m/011yn5,/film/film/music,/m/06t61y
1,0,149,148,177,176,150,1,/m/0133_p,/music/genre/artists,/m/03g5jw
6,0,23,11,77,42,8,1,/m/012mzw,/education/university/local_tuition./measurement_unit/dated_money_value/currency,/m/09nqf
1,0,236,235,300,299,237,1,/m/012dtf,/film/actor/film./film/performance/film,/m/03rg2b
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0hsb3
8,0,207,65,272,248,115,0,/m/011yqc,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0140g4
1,0,67,66,115,114,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rj0
0,0,0,0,1,0,15,0,/m/012vwb,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/0133k0
1,0,39,29,70,56,31,1,/m/013y1f,/music/instrument/instrumentalists,/m/0phx4
0,0,29,16,75,73,120,0,/m/013t9y,/people/person/place_of_birth,/m/051kv
2,0,94,56,101,100,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/05ljv7
2,0,133,32,197,167,33,1,/m/012j8z,/people/deceased_person/place_of_death,/m/06_kh
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/048cl
1,0,152,110,279,224,112,1,/m/012gbb,/people/person/nationality,/m/09c7w0
0,0,0,0,1,1,45,0,/m/0bpk2,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9
2,0,94,56,114,100,57,1,/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/05148p4
1,0,119,118,233,232,120,1,/m/01309x,/common/topic/webpage./common/webpage/category,/m/08mbj5d
1,0,98,97,153,152,99,1,/m/013ybx,/people/person/gender,/m/02zsn
0,0,10,8,51,50,172,0,/m/06j8wx,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02t_h3
0,0,0,0,5,0,9,0,/m/0124ld,/olympics/olympic_games/sports,/m/01n7rc
1,0,230,5,288,254,35,0,/m/012vct,/film/director/film,/m/02g5h5
0,0,0,0,5,4,17,0,/m/0121h7,/base/aareas/schema/administrative_area/administrative_parent,/m/028cg00
1,0,145,144,204,203,146,1,/m/011_3s,/people/person/profession,/m/018gz8
1,0,149,148,177,176,150,1,/m/012yc,/music/genre/artists,/m/02r3cn
0,0,3,3,28,27,8,0,/m/05nn4k,/film/actor/film./film/performance/special_performance_type,/m/01pb34
1,0,268,267,326,325,269,1,/m/01323p,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f73b
0,0,27,11,102,71,73,0,/m/013rds,/people/person/spouse_s./people/marriage/type_of_union,/m/015pkc
0,0,0,0,0,0,10,0,/m/015t56,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02sdk9v
1,0,268,267,326,325,269,1,/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05p09zm
1,0,233,225,291,288,227,1,/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01v40wd
1,0,124,123,159,158,125,1,/m/011k11,/music/record_label/artist,/m/01k23t
1,0,171,170,241,240,172,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/072x7s
0,0,0,0,0,0,8,0,/m/02f72n,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/025rpyx
0,0,16,0,54,23,68,0,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0395lw
0,0,3,3,31,30,58,0,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/04hddx
1,0,156,113,241,207,115,1,/m/011yxg,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0k269
0,0,7,0,44,19,146,0,/m/0141kz,/people/person/profession,/m/03g3w
0,0,33,33,75,74,99,0,/m/025rvx0,/people/person/gender,/m/05zppz
2,0,27,14,92,53,15,1,/m/0138t4,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/01nv4h
0,0,0,0,5,5,36,0,/m/0h1m9,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7
1,0,6,5,8,7,7,1,/m/012hw,/people/cause_of_death/people,/m/04jvt
2,0,203,57,289,261,58,1,/m/012x4t,/music/artist/origin,/m/02dtg
1,0,89,1,128,100,51,0,/m/011xy1,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0373qg
2,0,336,171,411,404,172,1,/m/013cr,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0yx1m
1,0,67,66,115,114,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06t2t
0,0,1,1,10,9,99,0,/m/0133sq,/people/person/gender,/m/02bqn1
1,0,19,18,83,69,20,1,/m/012z8_,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf
0,0,0,0,1,1,111,0,/m/016k4x,/award/award_winning_work/awards_won./award/award_honor/award,/m/09qv3c
2,0,251,226,308,305,227,1,/m/012cj0,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03f2_rc
1,0,124,123,159,158,125,1,/m/011k11,/music/record_label/artist,/m/07mvp
0,0,8,0,40,13,22,0,/m/013nky,/organization/organization/headquarters./location/mailing_address/citytown,/m/01f9r0
1,0,7,6,34,33,8,1,/m/013w7j,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,/m/043zg
1,0,14,13,39,38,15,1,/m/012cj0,/people/person/employment_history./business/employment_tenure/company,/m/01skqzw
1,0,276,267,361,333,269,0,/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gr51
1,0,226,225,282,281,227,1,/m/014488,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/015t56
1,0,268,267,326,325,269,1,/m/011vx3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02ddqh
1,0,67,66,115,114,68,1,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05v8c
1,0,98,97,153,152,99,1,/m/0140t7,/people/person/gender,/m/05zppz
2,0,251,117,308,295,118,1,/m/012ky3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01wd9vs
0,0,0,0,10,10,32,0,/m/02nwxc,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/07b1gq
1,0,145,144,204,203,146,1,/m/0144l1,/people/person/profession,/m/0kyk
3,0,19,9,45,33,9,1,/m/012lzr,/education/university/international_tuition./measurement_unit/dated_money_value/currency,/m/0kz1h
1,0,81,80,119,118,82,1,/m/011ysn,/film/film/genre,/m/0219x_
1,0,57,56,117,116,58,1,/m/0134tg,/music/artist/origin,/m/0rt80
1,0,29,25,70,64,27,1,/m/0138t4,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/0978r
0,0,4,0,30,27,150,0,/m/012q4n,/people/person/places_lived./people/place_lived/location,/m/032_jg
0,0,6,1,33,31,120,0,/m/01wn718,/people/person/place_of_birth,/m/02dtg
1,0,81,80,119,118,82,1,/m/011yhm,/film/film/genre,/m/03j0dp
0,0,12,0,40,25,7,0,/m/0137hn,/people/person/sibling_s./people/sibling_relationship/sibling,/m/04n65n
6,0,23,6,77,39,3,1,/m/012mzw,/business/business_operation/assets./measurement_unit/dated_money_value/currency,/m/09nqf
0,0,2,0,27,6,9,0,/m/011xy1,/education/educational_institution/campuses,/m/01c99j
1,0,151,110,278,223,112,1,/m/010p3,/people/person/nationality,/m/09c7w0
2,0,336,236,411,398,237,1,/m/011zd3,/film/actor/film./film/performance/film,/m/01rxyb
0,0,23,13,61,58,227,0,/m/05842k,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/011zd3
1,0,29,28,56,55,30,1,/m/0126rp,/influence/influence_node/influenced_by,/m/01wp_jm
1,0,21,20,52,51,22,1,/m/011yhm,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/029j_
1,0,236,235,300,299,237,1,/m/013knm,/film/actor/film./film/performance/film,/m/0gj8t_b
0,0,2,0,24,12,24,0,/m/0130sy,/music/group_member/membership./music/group_membership/role,/m/054_mz
1,0,78,77,86,85,79,1,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/0l15f_
0,0,0,0,1,1,26,0,/m/08qs09,/music/performance_role/regular_performances./music/group_membership/group,/m/017lb_
0,0,0,0,0,0,13,0,/m/0km3f,/medicine/symptom/symptom_of,/m/011zdm
1,0,268,267,326,325,269,1,/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
1,0,145,144,204,203,146,1,/m/013qvn,/people/person/profession,/m/018gz8
0,0,9,9,40,39,20,0,/m/01xv77,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/01phtd
1,0,33,32,34,33,34,1,/m/0133k0,/music/genre/parent_genre,/m/05c6073
1,0,98,97,153,152,99,1,/m/0136p1,/people/person/gender,/m/02zsn
0,0,0,0,5,3,23,0,/m/013_vh,/people/person/languages,/m/03t22m
0,0,0,0,3,3,15,0,/m/012v8,/language/human_language/countries_spoken_in,/m/011k_j
1,0,21,17,52,51,111,0,/m/011yg9,/award/award_winning_work/awards_won./award/award_honor/award,/m/02nxhr
2,0,204,119,287,266,120,1,/m/013cr,/people/person/place_of_birth,/m/0k049
1,0,138,110,240,210,112,1,/m/012t1,/people/person/nationality,/m/09c7w0
4,0,350,40,442,384,39,1,/m/011ydl,/film/film/produced_by,/m/013t9y
0,0,5,5,33,32,150,0,/m/011j5x,/music/genre/artists,/m/013nky
2,0,198,119,281,260,120,1,/m/012rng,/people/person/place_of_birth,/m/0h7h6
3,0,76,24,116,105,24,1,/m/0140t7,/music/group_member/membership./music/group_membership/role,/m/0l14md
0,0,34,0,111,40,4,0,/m/0123j6,/organization/organization/place_founded,/m/03_3d
0,0,0,0,0,0,33,0,/m/02_5h,/location/hud_county_place/county,/m/0mr_8
0,0,0,0,4,4,36,0,/m/0f1nl,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02r96rf
2,0,100,56,140,106,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/01xqw
0,0,28,28,76,75,150,0,/m/0170_p,/people/person/places_lived./people/place_lived/location,/m/01914
0,0,3,3,46,28,43,0,/m/012mrr,/film/film/country,/m/0jymd
1,0,17,16,46,45,18,1,/m/011yth,/film/film/cinematography,/m/09bxq9
0,0,0,0,0,0,75,0,/m/0cf08,/education/educational_degree/people_with_this_degree./education/education/institution,/m/04_j5s
1,0,3,0,16,7,2,1,/m/012m_,/location/country/capital,/m/095w_
1,0,268,267,326,325,269,1,/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02nbqh
0,0,0,0,7,3,79,0,/m/01336l,/people/ethnicity/people,/m/0jcg8
0,0,7,0,38,32,69,0,/m/01304j,/music/artist/track_contributions./music/track_contribution/role,/m/01yg9y
0,0,2,2,27,26,39,0,/m/07h9gp,/film/film/language,/m/032f6
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/07szy
2,0,128,67,230,174,68,1,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0345h
1,0,279,267,364,336,269,1,/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02z0dfh
0,0,0,0,3,3,111,0,/m/01tz6vs,/award/award_winning_work/awards_won./award/award_honor/award,/m/02r22gf
1,0,145,144,204,203,146,1,/m/012gq6,/people/person/profession,/m/02hrh1q
1,0,268,267,326,325,269,1,/m/0140t7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/07wjk
0,0,0,0,2,2,237,0,/m/02g_6x,/film/actor/film./film/performance/film,/m/0d1qmz
0,0,0,0,8,0,99,0,/m/014635,/people/person/gender,/m/015hr
1,0,39,38,86,84,40,1,/m/01438g,/people/person/religion,/m/092bf5
2,0,251,117,308,295,118,1,/m/012x4t,/award/award_winner/awards_won./award/award_honor/award_winner,/m/09hnb
4,0,322,21,382,349,20,1,/m/0127s7,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/01vrt_c
0,0,0,0,3,3,48,0,/m/033_1p,/location/location/time_zones,/m/02fqwt
0,0,0,0,4,4,33,0,/m/0j5g9,/location/hud_county_place/county,/m/0m2fr
0,0,2,2,26,23,79,0,/m/013xrm,/people/ethnicity/people,/m/01wskg
0,0,22,22,61,60,269,0,/m/02qjb7z,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02tj96
